Yeast Gene,Entrez,Source
VPS75,6418;7258;7259;64061;85453,Panther
VPS8,27072,Panther
VPS9,26130;27342,Ensembl;Panther
VRG4,85019,TreeFam
VRP1,7456;147179;644150,Panther;TreeFam
VTA1,51534,Panther
VTH1,114815;57537;22986;6653;6272,Ensembl;Panther;TreeFam
VTH2,114815;57537;22986;6653;6272,Ensembl;Panther;TreeFam
VTI1,143187;10490,Ensembl;Panther;TreeFam
VTS1,23034,Panther
WBP1,1650,Ensembl;Panther
WRS1,7453,Ensembl;HomoloGene;Panther;TreeFam
WTM1,92715,Panther
WTM2,92715,Panther
WWM1,689,Panther
XDJ1,3301;55735,TreeFam;Ensembl
XKS1,55277;9942,Panther;Ensembl;TreeFam
XPT1,55276;283209,Panther
XRN1,54464;22803,Ensembl;HomoloGene;Panther;TreeFam
XYL2,124;125;126;127;128;130;131;54953;1429;9946;51102;22949;145482;84816;6652;9540;10493,Panther
YAF9,4298;4300;55689;8089,Panther;Ensembl;HomoloGene
YAH1,2230;112812,Ensembl;Panther;HomoloGene;TreeFam
YAK1,1859;9149;8444;8798;204851;28996;10114;147746;8899,Ensembl;TreeFam;Panther
YAP1,286319,Panther
YAP1801,8301;9892,Ensembl;Panther;TreeFam
YAP1802,8301;9892,Ensembl;Panther;TreeFam
YAP3,286319,Panther
YAP5,286319,Panther
YAP6,1386;11016,Panther
YAP7,286319,Panther
YAT1,1103;1376;1384,TreeFam;Ensembl;HomoloGene
YAT2,1103;1384,TreeFam
YBT1,4363;89845;85320;94160;1244;8714;10257;10057;368;6833;10060;1080,Panther
YCF1,4363;89845;85320;94160;1244;8714;10257;10057;368;6833;10060;1080,Ensembl;Panther;TreeFam;HomoloGene
YCG1,64151,Ensembl;Panther;TreeFam
YCK1,1455,HomoloGene
YCK2,1455,HomoloGene
YCS4,9918,Ensembl;HomoloGene;Panther;TreeFam
YDC1,125981;340485,Panther
YDJ1,10294;51726,Ensembl;HomoloGene;Panther;TreeFam
YEA4,84912,Ensembl;HomoloGene;Panther;TreeFam
YEA6,10478;81034,Ensembl
YEF1,65220,Ensembl;Panther;TreeFam
YET1,10134,Panther
YET2,10134,Panther
YET3,10134,Panther
YFH1,2395,Ensembl;Panther;TreeFam
YFT2,161247;128486,Panther
YHB1,58157,TreeFam
YHC1,6631,Panther
YHC3,1201,Ensembl;HomoloGene;Panther;TreeFam
YHI9,64081,Ensembl
YHP1,170825;3198;3206;3207;3209;3199;3200;3201;3202;3203;3204;3205;3211;10481;3212;3213;3214;3215;3216;3217;3218;3219;3226;3227;3228;3229;3221;3222;3223;3224;3225;3231;3236;3237;3238;3239;3232;3233;3234;3235;3651,Panther
YIA6,10478;81034;84275;55186,Ensembl;TreeFam
YIF1,10897,Ensembl;HomoloGene;Panther;TreeFam
YIH1,55364,Ensembl;HomoloGene;Panther;TreeFam
YIM1,84816;6652;9540,Panther
YIP1,81555,Ensembl;HomoloGene;Panther;TreeFam
YIP3,10567,Panther;TreeFam
YJU3,11343,Ensembl;Panther;TreeFam
YKE2,10471,Ensembl;Panther;TreeFam
YKE4,57181;221074;91252;23516;55630;283375;25800;7922;64116,Ensembl;TreeFam;Panther;HomoloGene
YKT6,10652,Ensembl;HomoloGene;Panther;TreeFam
YKU70,2547,Ensembl;HomoloGene;Panther
YKU80,7520,Panther
YLF2,29789,Panther;TreeFam
YLH47,3954,Ensembl;HomoloGene;Panther;TreeFam
YMC1,123096;283130;283600;153328,Ensembl
YMC2,123096;283130;283600;153328,Ensembl
YME1,10730,Ensembl;Panther;TreeFam
YML6,51073,Panther
YMR1,4534;8776;54545;8898;8897;9110;9107;9108;66036;6305;81846,Ensembl;Panther;HomoloGene;TreeFam
YMR31,92259,Panther
YND1,953;954;956;9583,Ensembl;Panther;TreeFam
YNG1,3621;3622;54556;51147;84289,Ensembl;TreeFam;Panther
YNG2,54556;51147;84289,Panther;TreeFam
YNK1,4830;4831;4832;4833;8382;10201;29922;51314,Ensembl;Panther;TreeFam
YOP1,65055;51308;221035;80346;7905;92840,Ensembl;HomoloGene;Panther
YOR1,4363;89845;85320;94160;1244;8714;10257;10057;368;6833;10060;1080,Panther
YOS1,51124,Panther;TreeFam
YOS9,27248;10956,Panther
YOX1,170825;3198;3206;3207;3209;3199;3200;3201;3202;3203;3204;3205;3211;10481;3212;3213;3214;3215;3216;3217;3218;3219;3226;3227;3228;3229;3221;3222;3223;3224;3225;3231;3236;3237;3238;3239;3232;3233;3234;3235;3651,Panther
YPC1,125981;340485,Panther
YPF1,81502;56928;162540;121665,Ensembl;Panther;TreeFam
YPI1,6992,Panther;TreeFam
YPK1,207;208;10000;5578;5579;5580;5581;5582;5583;5584;5588;5590;6198;6199;6446;10110;23678,Ensembl;TreeFam;HomoloGene
YPK2,207;208;10000;5578;5579;5580;5581;5582;5583;5584;5588;5590;6198;6199;6446;10110;23678,Ensembl;TreeFam;HomoloGene
YPK3,156;157;2868;2869;2870;6195;6196;6197;8986;9252;27330,Ensembl;Panther
YPK9,23400;79572;84239,Ensembl;Panther;TreeFam;HomoloGene
YPQ1,54896,Ensembl;Panther;TreeFam
YPQ2,54896,Ensembl;Panther;TreeFam
YPR1,10327;231;57016;441282;1646;8644;1109;6718;7881;8514;9196,Ensembl;TreeFam;Panther
YPS1,23621;25825;1510;643834;643847;5222;5225,Panther;TreeFam
YPS3,23621;25825;1510;643834;643847;5222;5225,Panther;TreeFam
YPS6,23621;25825;1510;643834;643847;5222;5225,Panther;TreeFam
YPS7,23621;25825,Panther
YPT1,10890;5872;5861;81876;27314;9363;83452;11021;5864;5865;115827;9545;51762,Ensembl;HomoloGene;TreeFam
YPT10,11020;64284;9363;83452;5868;5869;5878,Ensembl;Panther
YPT11,10890;201475;5872;4218;51762,TreeFam
YPT31,8766;9230;51552;57111;5862;84932;27314;116442;5867;53916,Ensembl;HomoloGene;Panther;TreeFam
YPT32,8766;9230;51552;57111;5862;84932;27314;116442;5867;53916,Ensembl;Panther;TreeFam;HomoloGene
YPT52,11020;64284;9363;83452;5868;5869;5878,Ensembl;Panther;TreeFam
YPT53,64284;57403;53917;11031;5868;5869;5878,Ensembl;TreeFam
YPT6,51715;83871;9609;5870;51560;84084,Ensembl;Panther;HomoloGene
YPT7,8934;10981;23682;7879;9367;51209;11159;11158,Ensembl;HomoloGene;Panther;TreeFam
YRA1,10189;26097;84271,Panther;TreeFam
YRB1,5902,Ensembl;HomoloGene;Panther
YRB2,8498;202151,Panther
YRF1-1,23586;79132;64135,Panther
YRF1-2,23586;79132;64135,Panther
YRF1-3,23586;79132;64135,Panther
YRF1-4,23586;79132;64135,Panther
YRF1-5,23586;79132;64135,Panther
YRF1-6,23586;79132;64135,Panther
YRF1-7,23586;79132;64135,Panther
YRF1-8,23586;79132;64135,Panther
YSA1,256281;11164,Panther;Ensembl;HomoloGene;TreeFam
YSH1,51692;54973,Ensembl;HomoloGene;Panther;TreeFam
YSP3,255738,Ensembl;HomoloGene
YSR3,81537;130367,Ensembl;Panther;TreeFam
YTA12,10939;6687,Ensembl;Panther;TreeFam
YTA6,63979;6683,Ensembl;TreeFam;Panther
YTA7,29028;54454,Ensembl;Panther;TreeFam
YTH1,10898,Ensembl;Panther;TreeFam
YTM1,55759,HomoloGene;Panther;TreeFam
YUH1,7345;7347,Ensembl;Panther;TreeFam;HomoloGene
YVC1,7442;51393;162514;59341;56302;55503,Panther
YVH1,1843;11221;11266;51207;11072;80824;150290;142679;1844;63904;1845;1846;1847;1848;1849;1850;1852;114971;54434;85464;54961;6815,Panther;Ensembl;HomoloGene;TreeFam
ZPR1,8882,HomoloGene;Panther;TreeFam
ZRC1,7779;55532;7780;7781;169026,HomoloGene;Panther;TreeFam;Ensembl
ZRT1,27173;29986;29985,TreeFam
ZRT2,27173;29986;29985,TreeFam
ZTA1,1429;6652;9540;10493,Ensembl;Panther
ZUO1,64215;27000,Ensembl;HomoloGene;Panther;TreeFam
ZWF1,2539;9563,Ensembl;HomoloGene;Panther;TreeFam
